id_devolucao;numero_nf_origem;data_devolucao;valor_devolvido;motivo_devolucao;responsavel;status_devolucao;observacao
DEV-01390;NF-105983;00/01/2026;R$ 120,15;Qualidade;Qualidade;confirmada ;lançada no mês seguinte
DEV-01391;NF-107895;03/06/2025;22.45;erro pedido;Não definido;Confirmada;devolução parcial
DEV-01392;NF-106181;2025-03-19;R$ 36,16;Qualidade;Cliente;Confirmada;
DEV-01393;NF-103472;25/03/2026;36.15;Qualidade;Qualidade;Confirmada;verificar se abate comissão
DEV-01394;NF-100948;;425,70;Produto divergente;Logística;Confirmada;devolução parcial
DEV-01395;NF-107850;25/06/2025;R$ 160,27;Preço/negociação;Qualidade;confirmada ;aguardando NF de entrada
DEV-01396;NF-106438;2025-12-31;26.60;Erro de pedido;Logística;Confirmada;lançada no mês seguinte
DEV-01397;NF-110341;07/07/2025;360.98;qualidade ;Logística;Confirmada;devolução parcial
DEV-01398;NF-111642;27/06/2025;690.80;Cliente desistiu;comercial;Confirmada;devolução parcial
DEV-01399;NF-106736;2025-11-14;92.25;Qualidade;Não definido;confirmada ;devolução parcial
DEV-01400;NF-101020;11/06/2026;113.54;Quebra/Avaria;Cliente;Confirmada;lançada no mês seguinte
DEV-01401;NF-109722;13/04/25;42.25;Qualidade;Logística;Confirmada;aguardando NF de entrada
DEV-01402;nf-108265;2025-11-07;772.50;Avaria;Comercial;Pendente;
DEV-01403;NF-103909;2026-04-15;58,05;Cliente desistiu;Cliente;Confirmada;aguardando NF de entrada
DEV-01404;NF-107887;28/02/2025;38.98;Qualidade;Expedição;Confirmada;
DEV-01405;NF-107523;26/09/2026;94.81;Erro de pedido;Não definido;Confirmada;devolução parcial
DEV-01406;NF-101550;03-06-25;32,94;Cliente desistiu;comercial;Pendente;aguardando NF de entrada
DEV-01407;NF-111792;29/08/25;148.72;erro pedido;Comercial;Pendente;aguardando NF de entrada
DEV-01408;NF-105065;29/04/2025;R$ 156,58;erro pedido;Não definido;Confirmada;
DEV-01409;NF-108731;08/11/2025;1,075.10;Quebra/Avaria;Cliente;Pendente;aguardando NF de entrada
DEV-01410;NF-101856;05/03/2025;50.98;Avaria;comercial;confirmada ;lançada no mês seguinte
DEV-01411;NF-106020;13/07/2025;31.19;Cliente desistiu;Logística;Cancelada;lançada no mês seguinte
DEV-01412;NF-105261;25/12/2025;R$ 51,89;qualidade ;Comercial;Pendente;
DEV-01413;NF-111769;29/03/2026;282,09;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-01414;NF-104401;2025-04-16;R$ 97,71;Preço/negociação;Qualidade;Confirmada;
DEV-01415;NF-100078;2026-01-31;127.35;Quebra/Avaria;Comercial;Confirmada;lançada no mês seguinte
DEV-01416;;21/07/2026;R$ 315,10;Qualidade;Expedição;Cancelada;verificar se abate comissão
DEV-01417;NF-100358;2025-12-27;206.24;Erro de pedido;Qualidade;Cancelada;aguardando NF de entrada
DEV-01418;NF-109042;18-02-25;31,33;Erro de pedido;Qualidade;Cancelada;verificar se abate comissão
DEV-01419;NF-100941;25/08/26;1685,76;erro pedido;comercial;confirmada ;aguardando NF de entrada
DEV-01420;NF-104360;10/09/2025; 55.02 ;Avaria;comercial;Pendente;verificar se abate comissão
DEV-01421;NF-110270;22-05-26;R$ 2,61;Produto divergente;Qualidade;Confirmada;verificar se abate comissão
DEV-01422;NF-106047;2025-05-18;98.63;erro pedido;Qualidade;Confirmada;lançada no mês seguinte
DEV-01423;NF-108089;2025-12-22;26.70;Qualidade;Logística;Cancelada;aguardando NF de entrada
DEV-01424;NF-107771;05-08-25;R$ 970,35;Quebra/Avaria;Logística;Cancelada;lançada no mês seguinte
DEV-01425;NF-106126; 10/06/2026 ;10.86;Erro de pedido;Qualidade;Pendente;verificar se abate comissão
DEV-01426;NF-105657;10/10/2025;24.81;Erro de pedido;Não definido;Cancelada;lançada no mês seguinte
DEV-01427;NF-110597;04/10/25;29.80;erro pedido;Logística;Confirmada;
DEV-01428;NF-111622; 22/12/2025 ;27.22;erro pedido;comercial;Confirmada;verificar se abate comissão
DEV-01429;NF-102047;19-05-26;40.09;Preço/negociação;Qualidade;Cancelada;lançada no mês seguinte
DEV-01430;NF-105918; 10/04/2025 ;99.46;Preço/negociação;Logística;Pendente;lançada no mês seguinte
DEV-01431;NF-103910;19/08/2025;32.65;Produto divergente;Logística;Cancelada;lançada no mês seguinte
DEV-01432;NF-107678;29/04/2025;332.67;Preço/negociação;Comercial;Confirmada;lançada no mês seguinte
DEV-01433;NF-100841;06/05/25;330.28;Erro de pedido;Logística;Pendente;verificar se abate comissão
DEV-01434;NF-110925;06/12/2025;10.17;Cliente desistiu;Não definido;Confirmada;verificar se abate comissão
DEV-01435;NF-107370;04/10/2025;313.68;Produto divergente;comercial;Confirmada;
DEV-01436;nf-111746;16/07/2025;93.85;Cliente desistiu;Comercial;confirmada ;lançada no mês seguinte
DEV-01437;NF-100641;12/02/2026;30.20;Cliente desistiu;Não definido;Confirmada;aguardando NF de entrada
DEV-01438;NF-108948;24/08/2025;409.60;Cliente desistiu;comercial;Cancelada;
DEV-01439;NF-111137;;131.18;Cliente desistiu;comercial;confirmada ;verificar se abate comissão
DEV-01440;NF-103064;24/07/2026;181.26;erro pedido;Comercial;Confirmada;verificar se abate comissão
DEV-01441;NF-107888;12/04/2026;210,63;Quebra/Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-01442;NF-105026;07/04/2026;99.18;Preço/negociação;Logística;Pendente;verificar se abate comissão
DEV-01443;NF-100314;02/07/2025;10.97;Preço/negociação;comercial;Confirmada;verificar se abate comissão
DEV-01444;NF-103008;05-10-25;1754.65;Produto divergente;Expedição;Confirmada;lançada no mês seguinte
DEV-01445;NF-105189;2026-01-10;113,74;Qualidade;Comercial;Pendente;
DEV-01446;NF-102696;2026-07-24;356,14;Quebra/Avaria;Não definido;Confirmada;lançada no mês seguinte
DEV-01447;NF-109399;07/02/2026;26.29;erro pedido;Não definido;Cancelada;verificar se abate comissão
DEV-01448;NF-111510;06-05-26;400.61;Cliente desistiu;Expedição;confirmada ;
DEV-01449;NF-104688;2025-06-26;191.20;Erro de pedido;Logística;Pendente;aguardando NF de entrada
DEV-01450;NF-106828;28/10/2025;-298.02;Qualidade;Cliente;Confirmada;
DEV-01451;NF-104776;2026-06-20;81.87;qualidade ;comercial;Confirmada;verificar se abate comissão
DEV-01452;NF-106102;23/03/2026;50.19;Produto divergente;comercial;Pendente;
DEV-01453;NF-101063;05/04/2026;25.28;Qualidade;Logística;Cancelada;
DEV-01454;NF-108360;05/12/25;159.46;Produto divergente;Qualidade;Cancelada;verificar se abate comissão
DEV-01455;NF-105089;20/09/25;318.68;erro pedido;Cliente;confirmada ;devolução parcial
DEV-01456;NF-106690;2025-12-27;R$ 327,68;Cliente desistiu;Qualidade;Pendente;
DEV-01457;NF-108430;2026-01-12;410,07;Preço/negociação;Cliente;Confirmada;lançada no mês seguinte
DEV-01458;NF-104088;10/04/2025;0.31;Preço/negociação;Expedição;Pendente;devolução parcial
DEV-01459;NF-105627;2025-07-14;2.49;Qualidade;Não definido;Confirmada;devolução parcial
DEV-01460;NF-102437;2025-08-15;47.40;Quebra/Avaria;Comercial;Pendente;devolução parcial
DEV-01461;NF-103573;07/09/2025;5.54;Avaria;Logística;Cancelada;verificar se abate comissão
DEV-01462;NF-107745;2025-08-06;814.44;Produto divergente;comercial;Cancelada;aguardando NF de entrada
DEV-01463;NF-110237;31-07-25;19.21;Avaria;Expedição;Confirmada;
DEV-01464;NF-100919;10/09/2025;107.91;Produto divergente;Logística;Pendente;aguardando NF de entrada
DEV-01465;NF-106562;24-09-25;41.65;Cliente desistiu;comercial;Confirmada;aguardando NF de entrada
DEV-01466;NF-104197;25/12/2025;413.72;Cliente desistiu;Qualidade;Cancelada;verificar se abate comissão
DEV-01467;NF-104949;04/05/2025;74.06;qualidade ;Não definido;Confirmada;devolução parcial
DEV-01468;NF-111840;15/09/2025;R$ 66,42;Erro de pedido;Logística;Cancelada;lançada no mês seguinte
DEV-01469;NF-109160; 16/10/2025 ;232.37;erro pedido;Não definido;Confirmada;
DEV-01470;NF-111460;27/03/2026;69.43;Produto divergente;Comercial;Cancelada;verificar se abate comissão
DEV-01471;NF-101836;2025-09-20;168.67;erro pedido;Cliente;Confirmada;
DEV-01472;NF-106269;25/02/2026;24.35;erro pedido;Não definido;Pendente;verificar se abate comissão
DEV-01473;NF-100240;;65.52;Produto divergente;Logística;Confirmada;lançada no mês seguinte
DEV-01474;NF-101865;18/02/2025;428.31;Qualidade;Logística;Confirmada;verificar se abate comissão
DEV-01475;NF-110756;21/01/26;110.95;Produto divergente;Cliente;Confirmada;verificar se abate comissão
DEV-01476;nf-101584;25/02/2026;54.42;Quebra/Avaria;Qualidade;Confirmada;
DEV-01477;NF-108777;18/12/2025;249.04;Erro de pedido;comercial;Cancelada;
DEV-01478;NF-104221;29/11/2025;119.07;Avaria;Comercial;Confirmada;
DEV-01479;NF-105799;2026-07-11;479.14;erro pedido;comercial;Confirmada;aguardando NF de entrada
DEV-01480;NF-111473;26/03/2026;2102.97;qualidade ;Logística;Pendente;
DEV-01481;NF-103123;20/01/2026;1325.09;qualidade ;Cliente;Confirmada;verificar se abate comissão
DEV-01482;NF-109645;27/04/2025;16.58;Quebra/Avaria;Não definido;Confirmada;verificar se abate comissão
DEV-01483;NF-103547;03/08/2026;66.20;Erro de pedido;comercial;Confirmada;
DEV-01484;;2025-03-16;977.17;Avaria;Logística;Cancelada;
DEV-01485;NF-104394;14/08/2026;409,08;Produto divergente;Expedição;Confirmada;
DEV-01486;NF-108909;09/02/2025;41,97;Avaria;Não definido;Confirmada;
DEV-01487;NF-104444;15/12/2025;288,24;erro pedido;comercial;Cancelada;verificar se abate comissão
DEV-01488;NF-109427;2025-02-27; 99.59 ;erro pedido;Logística;Confirmada;devolução parcial
DEV-01489;NF-103806;30-09-25;52.73;Erro de pedido;Qualidade;Cancelada;
DEV-01490;NF-107251; 08/07/2025 ;112,27;Avaria;Expedição;Confirmada;devolução parcial
DEV-01491;;01/12/2025;172.74;Cliente desistiu;Não definido;Pendente;aguardando NF de entrada
DEV-01492;NF-109303;08/11/2025;16.99;Erro de pedido;Logística;confirmada ;lançada no mês seguinte
DEV-01493;NF-103234;22/03/2026; 78.11 ;Qualidade;Não definido;Pendente;
DEV-01494;NF-104580;05/08/2025;122.91;Avaria;Logística;Pendente;verificar se abate comissão
DEV-01495;NF-110286;23/10/2025;77.43;Preço/negociação;Não definido;Confirmada;
DEV-01496;NF-106203;2025-03-31;42.54;Preço/negociação;Não definido;Confirmada;verificar se abate comissão
DEV-01497;NF-100675;;122,64;Cliente desistiu;Qualidade;confirmada ;verificar se abate comissão
DEV-01498;NF-107066;26/01/2026;1.84;Produto divergente;Logística;Confirmada;aguardando NF de entrada
DEV-01499;NF-100512;10/04/2025;179.67;erro pedido;Cliente;Confirmada;devolução parcial
DEV-01500;NF-107566;06/04/2026;21,21;Produto divergente;Cliente;Confirmada;verificar se abate comissão
DEV-01501;NF-109442;2026-04-19;123.62;erro pedido;Logística;Pendente;
DEV-01502;NF-100593;05/09/2025;116.61;Produto divergente;Não definido;Confirmada;lançada no mês seguinte
DEV-01503;NF-101235; 09/05/2025 ;82.90;Qualidade;Expedição;Confirmada;verificar se abate comissão
DEV-01504;NF-102089;22/11/2025;R$ 2,83;Produto divergente;Expedição;Confirmada;verificar se abate comissão
DEV-01505;NF-107577;22/05/2026;54,52;erro pedido;Cliente;Confirmada;lançada no mês seguinte
DEV-01506; NF-101379 ; 26/11/2025 ;48.21;erro pedido;Logística;confirmada ;verificar se abate comissão
DEV-01507;NF-109280;27/09/2025;24.57;Quebra/Avaria;Comercial;Confirmada;devolução parcial
DEV-01508;NF-107349;22/01/2026;105.36;qualidade ;Cliente;Confirmada;lançada no mês seguinte
DEV-01509;NF-102842;2025-11-29;73.98;Preço/negociação;Expedição;Pendente;aguardando NF de entrada
DEV-01510; NF-110151 ;02/04/2026;131.14;erro pedido;Comercial;Confirmada;
DEV-01511;nf-100770;2025-06-09;16.44;Produto divergente;Qualidade;confirmada ;verificar se abate comissão
DEV-01512;;29-08-25;65.12;qualidade ;Não definido;Confirmada;aguardando NF de entrada
DEV-01513;NF-110864;13/09/2025;146.73;erro pedido;Qualidade;Pendente;
DEV-01514;NF-107310;19/09/2025;111.14;Erro de pedido;Comercial;Pendente;devolução parcial
DEV-01515;NF-107191;27/06/2025;R$ 172,56;Quebra/Avaria;comercial;Pendente;aguardando NF de entrada
DEV-01516;NF-100908;18/12/25;766.40;Quebra/Avaria;Comercial;confirmada ;aguardando NF de entrada
DEV-01517;NF-103193;28/04/2026;71.34;Erro de pedido;Comercial;Confirmada;
DEV-01518;NF-107246;10/08/2025;2615,28;qualidade ;Não definido;Pendente;devolução parcial
DEV-01519;NF-101826;13/05/2026;2689,62;qualidade ;Expedição;Confirmada;
DEV-01520;NF-106386; 17/04/2025 ;10.28;Quebra/Avaria;Qualidade;Cancelada;
DEV-01521;NF-100158;06/12/25;27.04;erro pedido;Não definido;Confirmada;
DEV-01522;NF-102156;02/08/2026;1522.28;erro pedido;Não definido;confirmada ;
DEV-01523;NF-107083;2025-08-05;42.15;Produto divergente;Logística;Confirmada;lançada no mês seguinte
DEV-01524;NF-105771;26-05-26;R$ 4,12;Preço/negociação;Cliente;Confirmada;devolução parcial
DEV-01525;NF-108920; 21/09/2025 ;23,88;Preço/negociação;Logística;confirmada ;
DEV-01526;NF-103724;22/07/2025;131.55;Quebra/Avaria;Não definido;Cancelada;devolução parcial
DEV-01527;nf-102940;09/06/2026;81.22;Cliente desistiu;Cliente;confirmada ;verificar se abate comissão
DEV-01528;NF-107583;19-03-26;761.42;qualidade ;Comercial;Confirmada;aguardando NF de entrada
DEV-01529;NF-106657;25/06/2025;33.72;qualidade ;Cliente;Confirmada;
DEV-01530;NF-102393;2026-06-16;31.36;erro pedido;Logística;Confirmada;devolução parcial
DEV-01531;NF-111983;14-05-25;8.83;Quebra/Avaria;comercial;Confirmada;verificar se abate comissão
DEV-01532;NF-108321;30/06/2026;38.32;Quebra/Avaria;Não definido;confirmada ;
DEV-01533;NF-105215;11/10/2025;0.57;erro pedido;Logística;Confirmada;verificar se abate comissão
DEV-01534;NF-104291; 29/11/2025 ;135.29;Erro de pedido;Expedição;Confirmada;aguardando NF de entrada
DEV-01535;NF-108378;sem data;R$ 73,19;Preço/negociação;Qualidade;confirmada ;verificar se abate comissão
DEV-01536;NF-105722;13/07/26;165.73;Cliente desistiu;Comercial;Confirmada;aguardando NF de entrada
DEV-01537;NF-108936;28/01/2026;151.01;Preço/negociação;Expedição;Confirmada;aguardando NF de entrada
DEV-01538;NF-106774;08/03/2025;63.23;Cliente desistiu;Logística;Cancelada;lançada no mês seguinte
DEV-01539;NF-106488;27-01-26;517.94;Qualidade;Expedição;confirmada ;devolução parcial
DEV-01540;NF-107868;15/01/2026;20.85;Cliente desistiu;Cliente;Confirmada;lançada no mês seguinte
DEV-01541;nf-109207;02/07/2026;23,45;Quebra/Avaria;Cliente;Cancelada;devolução parcial
DEV-01542;NF-106850;2025-05-16;60.41;Erro de pedido;Expedição;Confirmada;devolução parcial
DEV-01543;NF-107650;30/10/25;250.19;qualidade ;Não definido;confirmada ;lançada no mês seguinte
DEV-01544;NF-111648;19/10/2025;R$ 0,74;Cliente desistiu;Qualidade;Cancelada;
DEV-01545;nf-101238;04/04/2026; 914.70 ;erro pedido;comercial;Cancelada;verificar se abate comissão
DEV-01546;NF-108275;19/07/2025;R$ 20,93;Erro de pedido;Comercial;confirmada ;verificar se abate comissão
DEV-01547;NF-111493;25/06/2025;5.92;Produto divergente;comercial;confirmada ;devolução parcial
DEV-01548;NF-107611;01/07/2026;27.59;Cliente desistiu;Não definido;Confirmada;
DEV-01549;NF-108452;26/12/2025;38.62;Erro de pedido;Qualidade;Pendente;aguardando NF de entrada
DEV-01550;;22/01/2026;76.92;qualidade ;Não definido;Pendente;verificar se abate comissão
DEV-01551;NF-107388;06-11-25;438.64;Erro de pedido;Expedição;confirmada ;verificar se abate comissão
DEV-01552;nf-106425;31/02/2025;R$ 40,43;Produto divergente;Qualidade;Pendente;
DEV-01553;NF-107959; 19/02/2026 ;28.18;Quebra/Avaria;Comercial;confirmada ;verificar se abate comissão
DEV-01554;NF-104687;2026-01-14;63.82;qualidade ;Comercial;Confirmada;devolução parcial
DEV-01555;NF-100783; 21/02/2025 ;165,15;Quebra/Avaria;Comercial;Confirmada;verificar se abate comissão
DEV-01556;NF-102500;02-04-26;R$ 37,99;Preço/negociação;comercial;Pendente;
DEV-01557;NF-111734;12/04/2025;64.97;Preço/negociação;Logística;Pendente;aguardando NF de entrada
DEV-01558;NF-101829;03/08/2026;121.58;erro pedido;Expedição;Cancelada;verificar se abate comissão
DEV-01559;NF-104514;28/05/2025; 319.97 ;erro pedido;Logística;Confirmada;lançada no mês seguinte
DEV-01560;NF-109357;04/09/2025;80.01;qualidade ;Cliente;Confirmada;lançada no mês seguinte
DEV-01561;NF-111102;11-05-25;R$ 185,91;Produto divergente;Logística;Confirmada;aguardando NF de entrada
DEV-01562;NF-102681;;38.64;Qualidade;Cliente;Confirmada;verificar se abate comissão
DEV-01563;NF-109179;15/06/2025;23,68;Qualidade;Logística;Pendente;lançada no mês seguinte
DEV-01564;NF-105474;18-05-25;3,20;Erro de pedido;Logística;Confirmada;aguardando NF de entrada
DEV-01565;NF-109633;06/02/2026;1652.46;Quebra/Avaria;Cliente;Cancelada;
DEV-01566;NF-105817;08/03/2026;R$ 55,10;erro pedido;Expedição;Confirmada;lançada no mês seguinte
DEV-01567;NF-110186;20/03/2026;481.06;Qualidade;Comercial;Confirmada;aguardando NF de entrada
DEV-01568;NF-102388;20/05/2025;259,04;qualidade ;comercial;confirmada ;aguardando NF de entrada
DEV-01569;NF-110919;04/02/2026;140,01;Avaria;Logística;Pendente;devolução parcial
DEV-01570;NF-108354;27/07/2025;148.85;qualidade ;Expedição;Pendente;verificar se abate comissão
DEV-01571;NF-110180;02/03/2026;61.05;Qualidade;Qualidade;Pendente;verificar se abate comissão
DEV-01572;NF-111986;05-08-25;3659.51;Preço/negociação;Não definido;Cancelada;
DEV-01573;NF-111871;29/06/2025;354,69;Qualidade;Expedição;Cancelada;aguardando NF de entrada
DEV-01574;NF-110339; 31/08/2025 ;125.12;Quebra/Avaria;Comercial;Pendente;
DEV-01575;NF-106441;19/02/2025;32.04;qualidade ;comercial;Confirmada;verificar se abate comissão
DEV-01576;NF-106834;05/09/2026;22.17;Preço/negociação;Qualidade;Confirmada;lançada no mês seguinte
DEV-01577;NF-109421;2025-07-14;0.82;Qualidade;Qualidade;Cancelada;devolução parcial
DEV-01578;NF-109192; 15/10/2025 ;5.87;Produto divergente;comercial;Cancelada;devolução parcial
DEV-01579;NF-106991;14/06/2025;342.81;erro pedido;Logística;Confirmada;lançada no mês seguinte
DEV-01580;NF-103797;2026-02-27;35.09;Preço/negociação;Qualidade;confirmada ;devolução parcial
DEV-01581;NF-110706;2025-04-17;135,60;Preço/negociação;Logística;Confirmada;devolução parcial
DEV-01582;NF-103576;12/02/26;6.07;Qualidade;Logística;Pendente;verificar se abate comissão
DEV-01583;NF-107471;24/01/2026;163.70;Erro de pedido;Comercial;Confirmada;devolução parcial
DEV-01584;NF-108652;20/09/2025;12.09;erro pedido;Logística;Cancelada;lançada no mês seguinte
DEV-01585;NF-100378;06/06/2025;33.49;Qualidade;Não definido;Confirmada;aguardando NF de entrada
DEV-01586;nf-111853;24/12/2025;0.13;qualidade ;Não definido;Confirmada;lançada no mês seguinte
DEV-01587;NF-109177;13/04/2026;10.74;Produto divergente;Logística;Confirmada;lançada no mês seguinte
DEV-01588;NF-102197;27/03/2025;263.44;Erro de pedido;Comercial;Pendente;lançada no mês seguinte
DEV-01589;NF-111239;;59.96;Quebra/Avaria;comercial;Confirmada;
DEV-01590;NF-108984;2026-03-29;3861.07;qualidade ;Expedição;Confirmada;verificar se abate comissão
DEV-01591;NF-101592;23-01-26;61.76;Produto divergente;Cliente;Confirmada;devolução parcial
DEV-01592;NF-110322;11/06/25;122.81;Qualidade;comercial;Pendente;
DEV-01593;;2025-06-01;109.94;Quebra/Avaria;Comercial;Confirmada;verificar se abate comissão
DEV-01594;NF-110197;2025-08-03;49.43;Cliente desistiu;Expedição;Cancelada;verificar se abate comissão
DEV-01595;NF-102711;21/09/2025;166.60;Erro de pedido;Cliente;confirmada ;devolução parcial
DEV-01596;NF-104692; 03/04/2025 ;355.86;Avaria;Logística;Confirmada;lançada no mês seguinte
DEV-01597;NF-106876;28/11/2025;25.99;Cliente desistiu;Logística;Pendente;aguardando NF de entrada
DEV-01598;NF-103506;2025-04-10;43.32;erro pedido;Qualidade;Confirmada;aguardando NF de entrada
DEV-01599;NF-109651;16/05/2026;49,59;Erro de pedido;Cliente;confirmada ;lançada no mês seguinte
DEV-01600;NF-103025; 05/07/2026 ;44.85;Produto divergente;comercial;Confirmada;
DEV-01601; nf-105382 ;25/05/2026;120.52;Produto divergente;Comercial;Pendente;verificar se abate comissão
DEV-01602;NF-107479;2026-03-27;495.56;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01603;NF-103418;20/04/2025;107.25;erro pedido;comercial;Confirmada;aguardando NF de entrada
DEV-01604;NF-110777;03/04/2025;30.28;Preço/negociação;Cliente;Confirmada;aguardando NF de entrada
DEV-01605;NF-109220;30/01/2026;123.08;Produto divergente;Não definido;confirmada ;lançada no mês seguinte
DEV-01606;NF-102942;2026-02-23;720.08;Produto divergente;Qualidade;Confirmada;devolução parcial
DEV-01607;NF-100168;26/11/2025;21.62;Preço/negociação;Expedição;Confirmada;
DEV-01608;NF-111047;24/02/2026;15.06;Erro de pedido;Qualidade;Cancelada;aguardando NF de entrada
DEV-01609;NF-101898;2025-09-25;86.43;Erro de pedido;Cliente;Pendente;devolução parcial
DEV-01610;NF-110750;;438.46;Qualidade;Expedição;Confirmada;aguardando NF de entrada
DEV-01611;NF-102637;19/09/2025;157.15;Quebra/Avaria;Cliente;Confirmada;devolução parcial
DEV-01612;NF-100771;24/08/2025;72.50;Produto divergente;Expedição;Pendente;lançada no mês seguinte
DEV-01613;NF-102762;2025-09-21; 7.34 ;Erro de pedido;Não definido;Confirmada;lançada no mês seguinte
DEV-01614;NF-102049;08-04-26;98.46;qualidade ;Logística;confirmada ;lançada no mês seguinte
DEV-01615;NF-105978;25/11/2025;76.25;erro pedido;comercial;Pendente;lançada no mês seguinte
DEV-01616;nf-102739;17/02/2025;R$ 602,96;Qualidade;Logística;Cancelada;devolução parcial
DEV-01617;NF-107521;2025-11-09;R$ 350,44;Produto divergente;Qualidade;Pendente;aguardando NF de entrada
DEV-01618;NF-110332; 24/04/2026 ;124,89;Preço/negociação;Cliente;Cancelada;verificar se abate comissão
DEV-01619;NF-103444;31/08/2025;21.79;Produto divergente;Qualidade;Confirmada;lançada no mês seguinte
DEV-01620;NF-104485;09-01-26;18.68;Preço/negociação;Expedição;Cancelada;verificar se abate comissão
DEV-01621;NF-103562;20/09/2026;11.63;Qualidade;comercial;confirmada ;devolução parcial
DEV-01622;NF-110579;2026-03-24;18,35;Avaria;comercial;Confirmada;devolução parcial
DEV-01623;NF-111029;13/03/2025;261.75;Produto divergente;Cliente;Confirmada;verificar se abate comissão
DEV-01624;NF-102814;05-05-25;1133.60;Erro de pedido;Não definido;Cancelada;verificar se abate comissão
DEV-01625;NF-106668;04/09/2025;42.32;Qualidade;Logística;Confirmada;
DEV-01626;NF-109711;2025-03-18;54.50;Produto divergente;comercial;Confirmada;
DEV-01627;NF-103479;2025-10-06;57.85;Erro de pedido;Comercial;Confirmada;devolução parcial
DEV-01628;NF-100886;20/09/2025;1562.11;Erro de pedido;Não definido;Confirmada;lançada no mês seguinte
DEV-01629;NF-108140;13/05/2026;R$ 290,95;Cliente desistiu;Qualidade;Cancelada;lançada no mês seguinte
DEV-01630;NF-108662; 07/05/2026 ; 1708.00 ;qualidade ;comercial;Confirmada;
DEV-01631;NF-102279;15/05/2026;109.09;qualidade ;comercial;confirmada ;aguardando NF de entrada
DEV-01632;NF-105280;;261.09;Preço/negociação;comercial;Confirmada;
DEV-01633;NF-108895;22/06/2026;157.20;erro pedido;Não definido;Confirmada;lançada no mês seguinte
DEV-01634;NF-110873;28/03/2026;8.16;erro pedido;Logística;Confirmada;lançada no mês seguinte
DEV-01635;NF-102015;27/05/2025;61.78;Erro de pedido;comercial;Confirmada;aguardando NF de entrada
DEV-01636;NF-108951;2025-02-24;47.72;qualidade ;comercial;Cancelada;aguardando NF de entrada
DEV-01637;NF-101907;2025-09-18;17.31;Avaria;Logística;Confirmada;
DEV-01638;NF-101434;09/05/2025;R$ 27,16;Cliente desistiu;Logística;confirmada ;lançada no mês seguinte
DEV-01639;NF-105598;19/08/2026;8.42;Quebra/Avaria;Comercial;Confirmada;devolução parcial
DEV-01640;NF-107260;2025-01-19;R$ 40,50;Cliente desistiu;Comercial;Confirmada;aguardando NF de entrada
DEV-01641;NF-100857;12/02/2026;14.46;Qualidade;Não definido;Confirmada;devolução parcial
DEV-01642;NF-111641;13/02/2026;95.29;Cliente desistiu;Cliente;Cancelada;
DEV-01643;nf-108401;06/11/2025;77,84;Qualidade;Comercial;Confirmada;verificar se abate comissão
DEV-01644;NF-111226;2025-08-26;66.32;Quebra/Avaria;Qualidade;Confirmada;verificar se abate comissão
DEV-01645;NF-107765;28/03/2026;521.06;Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-01646;NF-104729;27/04/2026;12.93;Quebra/Avaria;Qualidade;confirmada ;verificar se abate comissão
DEV-01647;NF-101901; 20/09/2025 ;29.57;Quebra/Avaria;Expedição;Cancelada;
DEV-01648;NF-106396;07/05/2025;80,72;Produto divergente;Logística;Pendente;verificar se abate comissão
DEV-01649;NF-111720;2025-10-11;350.49;Qualidade;comercial;Confirmada;aguardando NF de entrada
DEV-01650;NF-102786;2025-11-28;1.22;erro pedido;comercial;Confirmada;aguardando NF de entrada
DEV-01651;NF-110040;21-04-25;335.29;Qualidade;Qualidade;Confirmada;
DEV-01652;;18/07/2026;100.60;Avaria;Qualidade;Confirmada;lançada no mês seguinte
DEV-01653;NF-111618;19/04/2025;73.97;erro pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01654;nf-104767;15/07/2025;190,25;Quebra/Avaria;Expedição;Cancelada;
DEV-01655;NF-101124;09/04/2025;119.63;Produto divergente;Comercial;Confirmada;aguardando NF de entrada
DEV-01656;NF-111801;27-03-26;R$ 0,97;Quebra/Avaria;Cliente;confirmada ;
DEV-01657; NF-110156 ;17/09/2025;135.27;Avaria;Não definido;Confirmada;
DEV-01658;NF-101473; 18/07/2025 ;40.10;erro pedido;Qualidade;Confirmada;lançada no mês seguinte
DEV-01659;NF-109304;2026-08-03;23.97;Quebra/Avaria;comercial;Cancelada;aguardando NF de entrada
DEV-01660;NF-108932;2025-03-06;70.41;qualidade ;Expedição;Cancelada;aguardando NF de entrada
DEV-01661;NF-108453;07/06/26;201.89;Produto divergente;Cliente;Cancelada;verificar se abate comissão
DEV-01662;NF-104406; 20/08/2026 ;149.01;erro pedido;comercial;Confirmada;devolução parcial
DEV-01663;NF-100291;29-11-25;102,81;Quebra/Avaria;comercial;Cancelada;
DEV-01664;NF-105647;29/05/26;34.31;Preço/negociação;Expedição;Confirmada;aguardando NF de entrada
DEV-01665;NF-101986;05/05/25;116.61;Avaria;Comercial;Confirmada;aguardando NF de entrada
DEV-01666;NF-111253;30/03/2025;R$ 5,61;Erro de pedido;Cliente;confirmada ;aguardando NF de entrada
DEV-01667;NF-102014;21/06/2025;46.30;Preço/negociação;Expedição;Confirmada;lançada no mês seguinte
