id_pedido;id_item;data_pedido;data_faturamento;codigo_cliente;cliente;grupo_cliente;vendedor_id;vendedor;codigo_produto;produto;familia_produto;quantidade;valor_unitario;valor_bruto;desconto_percentual;desconto_valor;valor_liquido_nf;status_pedido;numero_nf;estabelecimento;canal_venda;tipo_operacao;fonte_sistema;observacao
PED-2025-02619;ITEM-02619;2025-12-18;29/12/2025;C0035;Imperial Obras;Revenda;V005;Elaine Costa;P0103;Vidro Laminado Incolor 10mm;Sem familia;1;666,23;R$ 666,23;8.58;57.16;609,07;Faturado;NF-102619;03-DGlass;Representante;Venda;Planilha manual;cliente pediu urgência
PED-2025-02620;ITEM-02620;20/11/2025; 27/11/2025 ;C0003;Casa Sul Esquadrias;Construtora;V008;HENRIQUE MARTINS;P0063;Vidro Temperado Incolor 10mm;Vidro Temperado;1;262.56;262.56;;35.87;226.69;Faturado ;NF-102620;01 - New Glass;Representante;Venda;Construshow;cliente pediu urgência
PED-2026-02621;ITEM-02621;03/04/2026;05/04/2026;C0021;União Obras;Construtora;V003;C. Mendes;P0093;Medição Técnica 4;Serviços;2;809,21;1618.42;9.17;148,43;R$ 1.469,99;Faturado ;NF-102621;D-Glass;E-commerce;Venda;ConstruShow;pedido refeito
PED-2026-02622;ITEM-02622;2026-03-10;2026-03-18;C0021;União Obras Ltda;Construtora;V003;CARLA MENDES;P0112;Perfil Porta 6m;Perfis de Alumínio;4;49,01;196.06;10.26; 20.11 ;0.00;Cancel.;NF-102622;01 - New Glass;Representante;Venda;ERP;frete negociado
PED-2025-02623;ITEM-02623;27-02-25;01/03/2025;C0029;CURITIBA GLASS;Consumidor Final;V001;Ana S.;P0099;Vidro Laminado Verde 8mm;Vidro Laminado;1;792.62;792.62;15.42; 122.22 ;670.40;Cancel.;NF-102623;02 - Link Glass;WhatsApp;Venda;Planilha manual;devolução em análise
PED-2026-02624;ITEM-02624;06/05/2026;17-05-26;C0029; Curitiba Glass ;Consumidor Final;V001;A. Souza;P0154;Instalação 4;Serviços;7;298.00;2086.00;;313,07;1772.93;faturado;NF-102624;02 - Link Glass;Venda Interna;Venda;Construshow;verificar comissão
PED-2025-02625;ITEM-02625;10/11/2025;2025-11-21;C0012; Litoral Esquadrias ;Revenda;V007;G. Nunes;P0054;Box Canto 190cm;Box Banheiro;1,0;932.98;932.98;8,29;77,31;855.67;Faturado;NF-102625;03 - DGlass;Venda Interna;Venda;Planilha manual;
PED-2026-02626;ITEM-02626;21-05-26;01-06-26;C0004;Delta Obras;Franquia;V005;ELAINE COSTA;P0121;Suporte Modelo 623;Ferragens;2;204.96;409.92;13.03%;53.39;356.53;faturado;NF-102626;1-NewGlass;Loja;Venda;Planilha manual;cliente pediu urgência
PED-2025-02627;ITEM-02627;2025-06-03;2025-06-15;;Prime Glass;Consumidor Final;V005;ELAINE COSTA;P0100;Vidro Laminado Incolor 8mm;Vidro Laminado;3,0;630,94;1892.81;13.56%;256,58;1636,23;faturado;NF-102627;01 - New Glass;E-commerce;Venda;Construshow;cliente pediu urgência
PED-2026-02628;ITEM-02628; 17/04/2026 ;27/04/2026;C0033; Gama Projetos ;Consumidor Final;V003;C. Mendes;P0155;Dobradiça Modelo 363;;1;266.92;266.92;;5.96;260.96;FATURADO;NF-102628;01 - New Glass;Venda Interna;Venda;ConstruShow;frete negociado
PED-2026-02629;ITEM-02629;26/05/2026;04/06/2026;C0017;Quality Box;Construtora;V002;Bruno L.;P0018;Dobradiça Modelo 952;Ferragens;3;85.55;256,66;9,46;24,27;232.39;Dev. Parcial;NF-102629;03 - DGlass;WhatsApp;Venda;ERP;verificar comissão
PED-2026-02630;ITEM-02630;2026-04-10; 10/04/2026 ;C0011;Kappa Decor;Consumidor Final;V003;Carla Mendes;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;1;603.74;603.74;11.84;R$ 71,47;532.27;faturado;NF-102630;01 - New Glass;Loja;Venda;Importação CSV;verificar comissão
PED-2025-02631;ITEM-02631;2025-12-06;18/12/2025;C0030;DGlass Parceiros Ltda;Franquia;V001; Ana Souza ;P0114;Vidro Laminado Verde 6mm;Vidro Laminado; 4 ;R$ 646,56;2586,23;16.97;R$ 438,91;2147.32;FATURADO;NF-102631;03 - DGlass;Venda Interna;Venda;Planilha manual;frete negociado
PED-2025-02632;ITEM-02632;2025-07-03;2025-07-13;C0013;Matriz Construcões;Arquitetura;V003;CARLA MENDES;P0013;Medição Técnica 2;Serviços;2;952.62;1905.24;23.83%;454.04;1451.20;Faturado;NF-102632;01 - New Glass;Loja;Venda;ConstruShow;frete negociado
PED-2025-02633;ITEM-02633;2025-12-07;2025-12-16;C0022;VIVA LAR;Representante;V007;G. Nunes;P0078;Vidro Temperado Fumê 12mm;Vidro Temperado;1;268.55;268.55;19.43;52.18;216.37;FATURADO;NF-102633;1-NewGlass;Venda Interna;Venda;ERP;pedido refeito
PED-2026-02634;ITEM-02634;18/01/2026;29/01/26;C0018;Rossi Engenharia;Consumidor Final;V008;H. Martins;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;2;495.26;990.53;7.44%;73.67;916.86;Faturado ;NF-102634;01 - New Glass;Key Account;Venda futura;Construshow;verificar comissão
PED-2025-02635;ITEM-02635;30/11/2025;2025-12-03;C0008;Habitat Design;Consumidor Final;V007;Gabi Nunes;P0137;Box Articulado 200cm;Box Banheiro;2;748.96;1497.92;12.55;188.05;1309.87;Faturado ;NF-102635;D-Glass;WhatsApp;Venda;Planilha manual;
PED-2025-02636;ITEM-02636;2025-10-01;09/10/2025;C0013;MATRIZ CONSTRUÇÕES;Arquitetura;V006;Felipe Alves;P0090;Perfil Box 3m;Perfis de Alumínio;7;161.49;1,130.46;1.69;19.11;1,111.35;devolvido parcial;NF-102636;02 - Link Glass;Loja;Venda;Planilha manual;frete negociado
PED-2025-02637;ITEM-02637;2025-09-04;11/09/2025;C0013;Matriz Construções;Arquitetura;V005;Elaine C.;P0083;Box Frontal 180cm;Box Banheiro;2;763.73;1527.46;8.02;122.53;1404.93;Faturado;NF-102637;D-Glass;E-commerce;Reposição;Planilha manual;pedido refeito
PED-2026-02638;ITEM-02638;02/06/2026;04/06/2026;C0008;Habitat Design Ltda;Consumidor Final;V001;Ana S.;P0039;Suporte Modelo 845;Ferragens;6;84,44;506.64;18.60;94.22;412.42;Dev. Total;NF-102638;03-DGlass;Loja;Venda futura;Construshow;verificar comissão
PED-2025-02639;ITEM-02639;26-04-25;04-05-25;C0006;Fênix Engenharia;Representante;V003;C. Mendes;P0019;Roldana Modelo 304;Ferragens;2;211.00;422.00;90.58;382.27;R$ 39,73;Bonificação;NF-100664;1-NewGlass;Venda Interna;Bonificação;ConstruShow;frete negociado
PED-2025-02640;ITEM-02640; 01/07/2025 ; 12/07/2025 ;C0038;Master Glass;Revenda;V001;Ana Souza;P0119;Box Frontal 190cm;Box Banheiro;3;883.24;2649.71;14.37;380.67;2269.04;faturado;NF-102640;03-DGlass;WhatsApp;Venda;ERP;cliente pediu urgência
PED-2025-02641;ITEM-02641;2025-04-11;2025-04-16;C0011;Kappa Decor;Consumidor Final;V004;Diego Rocha;P0053;Espelho Prata 6mm;Espelhos;1; 274.69 ;274.69;; 21.14 ;253.55;Devolvido Parcial;NF-102641;1-NewGlass;Representante;Reposição;Importação CSV;cliente pediu urgência
PED-2026-02642;ITEM-02642;26/02/2026;27/02/2026;C0014; Nova Casa ;Consumidor Final;V008;H. Martins;P0021;Vidro Laminado Acústico 6mm;Vidro Laminado;1; 545.67 ;545.67;96.73;527,83;17.84;BONIFICACAO;NF-102642;1-NewGlass;Loja;Bonificação;ERP;frete negociado
PED-2025-02643;ITEM-02643;2025-03-04;09/03/2025;C0031;ESTRELA BOX;Construtora;V005;Elaine Costa;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;1;391.51;391,51;7.90;30,95;360.56;Cancel.;NF-102643;D-Glass;WhatsApp;Venda;Construshow;frete negociado
PED-2025-02644;ITEM-02644;03/04/25;14/04/2025;C0029; Curitiba Glass ;Consumidor Final;V005;Elaine C.;P0115;Medição Técnica 5;Serviços;2;488.55;977.09;11.74%;114.66;862.43;FATURADO;NF-102644;02 - Link Glass;WhatsApp;Venda;Importação CSV;verificar comissão
PED-2026-02645;ITEM-02645;19/06/2026;28-06-26;C0040; Orion Decor ;Franquia;V001; Ana Souza ;P0107;Lapidação 8;Serviços;3;757.47;2,272.40;15.52%;352.69;1919.71;Devolvido Total;NF-102645;D-Glass;E-commerce;Reposição;ERP;frete negociado
PED-2025-02646;ITEM-02646;07/03/2025;19/03/2025;C0036;JBR Esquadrias Ltda;Representante;V001;A. Souza;P0031;Lapidação 3;Serviços;1;737.52;737.52;11,06;81.56;655.96;Dev. Parcial;NF-102646;03-DGlass;Representante;Venda futura;ConstruShow;verificar comissão
PED-2025-02647;ITEM-02647;27/12/2025;31/12/25;C0020;Top Vidros;Consumidor Final;V002;Bruno L.;P0048;Box Reto 200cm;Box Banheiro;5;759.06;3795.32;9,68;367.54;3,427.78;Faturado ;NF-102647;03-DGlass;Venda Interna;Venda;Importação CSV;
PED-2025-02648;ITEM-02648;05-03-25;08/03/2025;C0013;Matriz Construções;Arquitetura;V003;C. Mendes;P0136;Espelho Bronze 3mm;Espelhos;1;386.72;386.72;9,83;38.01;348.71;faturado;NF-102648;1-NewGlass;Representante;Reposição;Construshow;cliente pediu urgência
PED-2025-02649;ITEM-02649;28/12/2025;05-01-26;C0003; Casa Sul Esquadrias ;Construtora;V005;ELAINE COSTA;P0129;Trilho Modelo 145;Ferragens;13;R$ 130,70;1699.15;96.27;R$ 1.635,81;63.34;Bonificacao;NF-102649;01 - New Glass;E-commerce;Bonificação;Importação CSV;pedido refeito
PED-2025-02650;ITEM-02650;20/12/2025;23/12/2025;C0010;Jardim Vidros;Construtora;V006;F. Alves;P0029;Suporte Modelo 629;Ferragens; 3 ;131.03;393.10;6.95%;27,34;365.76;Dev. Parcial;NF-102650;01 - New Glass;E-commerce;Venda futura;Planilha manual;
PED-2025-02651;ITEM-02651;2025-02-06;10/02/2025;C0036;JBR Esquadrias;Representante;V001;Ana Souza;P0044;Roldana Modelo 516;Ferragens;1;119.11;119.11;16.70;19,90;99.21;DEV PARCIAL;NF-102651;02 - Link Glass;E-commerce;Venda;Construshow;frete negociado
PED-2026-02652;ITEM-02652;2026-03-24;31/03/2026;C0018;ROSSI ENGENHARIA;Consumidor Final;V001;Ana Souza;P0020;Perfil Porta 4m;Perfis de Alumínio;2;329.92;659.84;21.03;138.74;521.10;FATURADO;NF-102652;1-NewGlass;WhatsApp;Reposição;Planilha manual;frete negociado
PED-2025-02653;ITEM-02653; 14/09/2025 ;21/09/2025;C0003;Casa Sul Esquadrias Ltda;Construtora;V008;HENRIQUE MARTINS;P0125;Dobradiça Modelo 785;Ferragens; 1 ;240.89;240.89;14.14;34.06; 206.83 ;FATURADO;NF-102653;03 - DGlass;Loja;Venda;Construshow;pedido refeito
PED-2026-02654;ITEM-02654;05/01/26;08/01/2026;C0001;Alfa Vidros;Revenda;V005;ELAINE COSTA;P0009;Box Reto 180cm;Box Banheiro;3,0;1201.63;3604.89;12.78%;460.59; 3144.30 ;FATURADO;NF-102654;03-DGlass;WhatsApp;Reposição;Planilha manual;cliente pediu urgência
PED-2025-02655;ITEM-02655;21-02-25;01/03/2025;C0017; Quality Box ;Construtora;V006;Felipe Alves;P0008;Vidro Temperado Incolor 12mm;Vidro Temperado;1,0;305.35;305.35;8.03;24.53;280.82;Faturado ;NF-102655;1-NewGlass;Key Account;Reposição;ConstruShow;devolução em análise
PED-2026-02656;ITEM-02656;09/04/2026;17/04/26;C0007;GRAN LUX;Franquia;V003;Carla Mendes;P0123;Espelho Lapidado 6mm;Espelhos;2;131.42;262.83;14.52;R$ 38,16;224.67;Devolvido Parcial;NF-102656;01 - New Glass;WhatsApp;Reposição;ConstruShow;devolução em análise
PED-2025-02657;ITEM-02657;18/09/2025;21/09/2025;;Habitat Design;Consumidor Final;V001;Ana S.;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado;3;428.23;1284.69;15.41%;197.96;1086.73;Faturado;NF-102657;03 - DGlass;Key Account;Venda futura;Planilha manual;
PED-2026-02658;ITEM-02658;09/02/2026;14/02/2026;C0022;Viva Lar;Representante;V007;GABRIELA NUNES;P0122;Box Articulado 200cm;Box Banheiro;2;808.23;1616.47;90.57%;1464.05;152.42;Bonificação ;NF-102658;03 - DGlass;Key Account;Bonificação;ERP;
PED-2025-02659;ITEM-02659;03/10/2025;08/10/2025;C0023;Wall Glass Ltda;Consumidor Final;V007;Gabi Nunes;P0086;Espelho Bronze 4mm;Espelhos;1;128.67;R$ 128,67;6.34;8.16;120.51;Faturado;NF-102659;1-NewGlass;Venda Interna;Venda;Planilha manual;devolução em análise
PED-2025-02660;ITEM-02660; 08/02/2025 ;14/02/25;C0024; Xavier Arquitetura ;Construtora;V006;FELIPE ALVES;P0141;Vidro Laminado Acústico 10mm;Vidro Laminado;2;190.24;380.49;3.89;14.80;365.69;cancelado;NF-102660;02 - Link Glass;Loja;Venda;Planilha manual;
PED-2026-02661;ITEM-02661;09-02-26;18/02/2026;C0014; Nova Casa ;Consumidor Final;V008;H. Martins;P0132;Lapidação 1;Serviços;4,0;439,51;1758.03;10.18;178.98;1579,05;Faturado ;NF-102661;01 - New Glass;Key Account;Venda;Planilha manual;frete negociado
PED-2025-02662;ITEM-02662;04/11/2025;2025-11-16;C0023;WALL GLASS;Consumidor Final;V006;Felipe Alves;P0063;Vidro Temperado Incolor 10mm;Vidro Temperado;5,0;178.09;890.46;;100.55;789.91;Faturado;NF-102662;1-NewGlass;WhatsApp;Venda;Construshow;cliente pediu urgência
PED-2025-02663;ITEM-02663;18/07/2025;30/07/25;C0033;Gama Projetos Ltda;Consumidor Final;V008;HENRIQUE MARTINS;P0135;Parafuso 11;Acessórios;1;86.65;86.65;92.65;80.28;6.37;Bonificacao;NF-102663;01 - New Glass;Representante;Bonificação;Construshow;devolução em análise
PED-2025-02664;ITEM-02664;01/10/2025;13/10/2025;C0017;Quality Box;Construtora;V003;CARLA MENDES;P0108;Vidro Temperado Fumê 10mm;Vidro Temperado;2;648.54; 1297.08 ;8.59;111.37;1185.71;Faturado;NF-102664;1-NewGlass;Venda Interna;Venda;Importação CSV;verificar comissão
PED-2025-02665;ITEM-02665;30/12/2025;06/01/2026;C0034;HORIZONTE VIDROS;Arquitetura;V005;E. Costa;P0067;Perfil Porta 3m;Perfis de Alumínio;3;316.99;950,96;10.41;99.00;851.96;FATURADO;NF-102665;03 - DGlass;Key Account;Reposição;ERP;verificar comissão
PED-2025-02666;ITEM-02666;03/07/2025;14-07-25;C0013;Matriz Constr.;Arquitetura;V004;DIEGO ROCHA;P0159;Frete Especial 2;Serviços;1;95.38;95.38;11,66;11.12;84.26;Faturado ;NF-102666;02 - Link Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2025-02667;ITEM-02667; 04/08/2025 ;15/08/2025;C0035;Imperial Obras;Revenda;V004;DIEGO ROCHA;P0020;Perfil Porta 4m;Perfis de Alumínio;3,0;229.63;688,88;9.74;67.09;621.79;Faturado;NF-102667;01 - New Glass;E-commerce;Venda;ConstruShow;pedido refeito
PED-2025-02668;ITEM-02668;2025-08-23;2025-09-03;C0035;Imperial Obras;Revenda;V007;Gabriela Nunes;P0033;Box Articulado 190cm;Box Banheiro;3;1,128.33;3384.98;11.60;392.60;2992,38;faturado;NF-102668;01 - New Glass;WhatsApp;Venda futura;Importação CSV;
PED-2025-02669;ITEM-02669;14-06-25;2025-06-26;C0023;Wall Glass Ltda;Consumidor Final;V001;Ana Souza;P0135;Parafuso 11;Acessórios;6;110.59;663.52;18,13;120.31;543.21;devolvido total;NF-102669;D-Glass;E-commerce;Venda futura;Importação CSV;devolução em análise
PED-2026-02670;ITEM-02670;04/03/2026;05/03/2026;C0029;CURITIBA GLASS;Consumidor Final;V001;A. Souza;P0157;Instalação 2;Serviços;5;918.61;R$ 4.593,03;100.00%;4592.89;0.14;BONIFICACAO;NF-102670;01 - New Glass;E-commerce;Bonificação;ERP;pedido refeito
PED-2025-02671;ITEM-02671;10/09/2025;16/09/2025;C0001;Alfa Vidros;Revenda;V001; Ana Souza ;P0131;Espelho Bronze 3mm;Espelhos;10;239.58;2395,81;15.32%;R$ 366,96;R$ 2.028,85;Faturado;NF-102671;02 - Link Glass;Venda Interna;Reposição;Construshow;frete negociado
PED-2025-02672;ITEM-02672;2025-04-21;27/04/2025;C0011;Kappa Decor;Consumidor Final;V003;Carla Mendes;P0085;Medição Técnica 6;Serviços;1;744.40;744.40;11.01;81.95;662.45;Faturado;NF-102672;01 - New Glass;Key Account;Venda;Construshow;devolução em análise
PED-2025-02673;ITEM-02673;11/09/2025;2025-09-21;C0031; Estrela Box ;Construtora;V004;Diego Rocha;P0065;Vidro Temperado Fumê 8mm;Vidro Temperado;2;339.16;678.31;5.45;36.95;641.36;Dev. Total;NF-102673;D-Glass;E-commerce;Venda;Construshow;devolução em análise
PED-2025-02674;ITEM-02674;11/12/2025;14/12/2025;C0010;JARDIM VIDROS;Construtora;V008;Henrique M.;P0075;Vidro Laminado Verde 8mm;Vidro Laminado;9;474,25;4,268.25;6.81;R$ 290,85;3977.40;faturado;NF-102674;1-NewGlass;WhatsApp;Venda;Importação CSV;
PED-2026-02675;ITEM-02675;02/06/2026;02-06-26;C0019;Solar Alumínio Ltda;Arquitetura;V003;C. Mendes;P0071;Perfil H 3m;Perfis de Alumínio;3;184.61;553,82;92.32;511.29;R$ 42,53;Bonificação;NF-102675;03 - DGlass;Venda Interna;Bonificação;Planilha manual;frete negociado
PED-2025-02676;ITEM-02676;07-07-25;14/07/2025;C0008;HABITAT DESIGN;Consumidor Final;V002;B. Lima;P0071;Perfil H 3m;Perfis de Alumínio;9;185,45;1669.08;5.43;90.63;1578.45;Faturado;NF-102676;01 - New Glass;Venda Interna;Venda;ERP;devolução em análise
PED-2026-02677;ITEM-02677;20/05/2026;29/05/2026;C0004;Delta Obras;Franquia;V004;D. Rocha;P0127;Box Reto 180cm;Box Banheiro;1;543.81;543,81;94.62;514.55;29.26;Bonificação;NF-102677;01 - New Glass;Loja;Bonificação;Importação CSV;pedido refeito
PED-2025-02678;ITEM-02678;26/10/2025; 03/11/2025 ;C0025;YPÊ CONSTRUÇÕES;Consumidor Final;V006;Felipe A.;P0128;Vidro Temperado Fumê 6mm;Vidro Temperado;1;461.14;461.14;97.25;448.47;12.67;Bonificação;NF-102678;01 - New Glass;Loja;Bonificação;Importação CSV;frete negociado
PED-2025-02679;ITEM-02679;13/03/2025;22/03/2025;C0012; Litoral Esquadrias ;Revenda;V008;Henrique M.;P0041;Espelho Lapidado 4mm;Espelhos;1;345.16; 345.16 ;13.64;47,09;298.07;faturado;NF-102679;03-DGlass;E-commerce;Venda;Construshow;
PED-2025-02680;ITEM-02680;2025-02-11;17/02/2025;C0019;Solar Alumínio;Arquitetura;V001;Ana S.;P0039;Suporte Modelo 845;Ferragens;7;78.97;552,81;13.36%;R$ 73,85;478.96;Devolvido Total;NF-102680;03-DGlass;Venda Interna;Venda;ConstruShow;devolução em análise
PED-2025-02681;ITEM-02681;2025-04-24;27-04-25;C0027;ARAUCÁRIA VIDROS;Revenda;V002;Bruno L.;P0062;Espelho Prata 5mm;Espelhos;3;139.20;417.61;8.80;36.73;380.88;Faturado;NF-102681;1-NewGlass;Loja;Venda;Construshow;cliente pediu urgência
PED-2025-02682;ITEM-02682;04/06/2025;14/06/2025;C0009;IDEAL BOX;Representante;V006;Felipe Alves;P0119;Box Frontal 190cm;Box Banheiro;8;488.73;3909.86;6.47%;252.87;R$ 3.656,99;FATURADO;NF-102682;D-Glass;Representante;Venda futura;Construshow;frete negociado
PED-2025-02683;ITEM-02683;2025-05-17;26/05/25;C0022;VIVA LAR;Representante;;D. Rocha;P0045;Espelho Lapidado 6mm;Espelhos;1;376.40; 376.40 ;9.08;34.19;342.21;FATURADO;NF-102683;02 - Link Glass;WhatsApp;Reposição;Planilha manual;
PED-2025-02684;ITEM-02684;02/06/2025;13/06/2025;C0011;Kappa Decor;Consumidor Final;V004;D. Rocha;P0118;Kit Instalação 16;Acessórios;1;11.96;11.96;9.69;1.16;10.80;Faturado;NF-102684;D-Glass;Representante;Reposição;Construshow;pedido refeito
PED-2025-02685;ITEM-02685;2025-10-24;26-10-25;C0014; Nova Casa ;Consumidor Final;V003;CARLA MENDES;P0048;Box Reto 200cm;Box Banheiro;3,0; 967.30 ; 2901.89 ;13.67;396.62;2505.27;faturado;NF-102685;01 - New Glass;Representante;Venda;Construshow;cliente pediu urgência
PED-2025-02686;ITEM-02686;19-02-25;;C0036;JBR Esquadrias Ltda;Representante;V007;Gabi Nunes;P0039;Suporte Modelo 845;Ferragens;1;69.72;69.72;8.61;6,00;R$ 63,72;Pedido em Aberto;;D-Glass;Representante;Venda;Planilha manual;pedido refeito
PED-2026-02687;ITEM-02687;01/02/2026;10/02/2026;C0020; Top Vidros ;Consumidor Final;V003;Carla M.;P0026;Lapidação 2;Serviços;1;216.02;216.02;8,82;19.06;196.96;Faturado;NF-102687;02 - Link Glass;E-commerce;Venda;Construshow;
PED-2025-02688;ITEM-02688;2025-05-22;01-06-25;C0029; Curitiba Glass ;Consumidor Final;V006;FELIPE ALVES;P0076;Perfil Box 3m;Perfis de Alumínio;1,0;45.61;45.61;25,70;11.72; 33.89 ;Devolvido Total;NF-102688;1-NewGlass;Loja;Venda;Importação CSV;cliente pediu urgência
PED-2025-02689;ITEM-02689;12/12/2025;2025-12-20;C0022;Viva Lar;Representante;V005;Elaine C.;P0127;Box Reto 180cm;Box Banheiro;2;633.69;1267.37;13.66%;173.18;1094.19;Faturado;NF-102689;03-DGlass;Representante;Venda;Construshow;frete negociado
PED-2026-02690;ITEM-02690;22/05/2026;23-05-26;C0012;Litoral Esquadrias;Revenda;V002;Bruno L.;P0006;Box Reto 190cm;Box Banheiro;1;1193,73;1193,73;24.74%;295.38;898.35;Faturado;NF-102690;03-DGlass;E-commerce;Venda;ConstruShow;cliente pediu urgência
PED-2025-02691;ITEM-02691;04/01/2025;04/01/2025;C0037;Link Constr.;Arquitetura;V007;Gabriela Nunes;P0149;Espelho Bronze 5mm;Espelhos;1;183.90;183.90;3.51;6.45;R$ 177,45;CANCELADO;NF-102691;02 - Link Glass;Key Account;Venda;ERP;frete negociado
PED-2025-02692;ITEM-02692;18-02-25; 26/02/2025 ;C0016;PRIME GLASS;Consumidor Final;V007;Gabriela Nunes;P0129;Trilho Modelo 145;Ferragens;11;118.95;1308.45;14.55;190.43;1118,02;faturado;NF-102692;D-Glass;WhatsApp;Venda futura;ConstruShow;verificar comissão
PED-2026-02693;ITEM-02693;04/06/2026;04/06/2026;C0017;QUALITY BOX;Construtora;V001;Ana S.;P0103;Vidro Laminado Incolor 10mm;Vidro Laminado;1;734.77;734.77;32.12;236.03;498.74;faturado;NF-102693;02 - Link Glass;E-commerce;Venda;ConstruShow;devolução em análise
PED-2026-02694;ITEM-02694;21/01/26;31/01/2026;C0025;Ypê Construcões;Consumidor Final;V001;Ana Souza;P0137;Box Articulado 200cm;Box Banheiro;3;804.10;2412.31;13,15;317.27;2095.04;faturado;NF-102694;02 - Link Glass;Key Account;Reposição;Construshow;verificar comissão
PED-2025-02695;ITEM-02695;24-06-25;;C0013;Matriz Construcões;Arquitetura;V006;FELIPE ALVES;P0070;Perfil U 3m;Perfis de Alumínio;2;196.53;393.06;4.88;19.17;373.89;pedido em aberto;;03-DGlass;WhatsApp;Venda futura;Construshow;
PED-2026-02696;ITEM-02696;2026-05-01;03/05/2026;C0011;KAPPA DECOR;Consumidor Final;V001;A. Souza;P0139;Dobradiça Modelo 773;Ferragens;5;312.40;1561.99;8.70;135.87; 1426.12 ;faturado;NF-102696;D-Glass;Key Account;Venda;Planilha manual;pedido refeito
PED-2026-02697;ITEM-02697;29-03-26;08/04/2026;C0039;Nobre Engenharia;Revenda;V004;D. Rocha;P0140;Espelho Prata 5mm;Espelhos;1;283.88;283.88;1.38;3.93;279,95;Devolvido Parcial;NF-102697;03-DGlass;WhatsApp;Venda;Importação CSV;verificar comissão
PED-2026-02698;ITEM-02698;23/01/2026;01/02/2026;C0022;Viva Lar;Representante;V007;G. Nunes;P0058;Roldana Modelo 482;Ferragens;0,0;236.85;0.00;7.16;0,00;0.00;FATURADO;NF-102698;03-DGlass;Venda Interna;Venda;Planilha manual;cliente pediu urgência
PED-2025-02699;ITEM-02699;22/01/2025;03-02-25;;Ideal Box;Representante;V002;B. Lima;P0089;Box Articulado 200cm;Box Banheiro;5;811.71; 4058.57 ;3.84;R$ 155,98;3902.59;faturado;NF-102699;03-DGlass;Venda Interna;Reposição;Importação CSV;pedido refeito
PED-2026-02700;ITEM-02700;03/01/2026;2026-01-10;C0033; Gama Projetos ;Consumidor Final;V004;D. Rocha;P0027;Perfil Porta 6m;Perfis de Alumínio;3;238.56;715.67;;78.19;637.48;CANCELADO;NF-102700;03 - DGlass;Key Account;Venda;ConstruShow;verificar comissão
PED-2025-02701;ITEM-02701;25-11-25;27/11/2025;C0026;Zeta Interiores;Arquitetura;V008;Henrique M.;P0133;Perfil H 3m;Perfis de Alumínio;1;57.78;57.78;13.96;8.07;49.71;Devolvido Parcial;NF-102701;01 - New Glass;Representante;Venda;ERP;cliente pediu urgência
PED-2025-02702;ITEM-02702;20-06-25;21-06-25;C0033;GAMA PROJETOS;Consumidor Final;V003;Carla M.;P0153;Suporte Modelo 334;Ferragens;3; 51.70 ;155.11;14.59;22.63;R$ 132,48;Dev. Parcial;NF-102702;03-DGlass;Key Account;Venda;ERP;devolução em análise
PED-2025-02703;ITEM-02703;29/07/2025;10/08/2025;C0026;Zeta Interiores;Arquitetura;V002;Bruno L.;P0147;Espelho Prata 5mm;Espelhos;1;278.32;278.32;8.04;22.38;255.94;faturado;NF-102703;D-Glass;Representante;Venda;Construshow;pedido refeito
PED-2025-02704;ITEM-02704;15/05/25;;C0016;Prime Glass;Consumidor Final;V002;Bruno Lima;P0131;Espelho Bronze 3mm;Espelhos;1,0;181.61;181.61;10.52;19,10;162.51;Faturado;NF-102704;03-DGlass;Venda Interna;Venda;ConstruShow;frete negociado
PED-2025-02705;ITEM-02705;19/03/2025;2025-03-21;C0039;Nobre Engenharia Ltda;Revenda;V005;E. Costa;P0099;Vidro Laminado Verde 8mm;Vidro Laminado;1,0;762.36;R$ 762,36;13.89; 105.92 ;656.44;faturado;NF-102705;01 - New Glass;E-commerce;Venda;Importação CSV;verificar comissão
